,labelPb,labelSrNd
18681,1.0,1.0
18760,1.0,1.0
18825,1.0,1.0
19299,1.0,1.0
19544,1.0,1.0
19552,1.0,1.0
20271,1.0,1.0
20275,1.0,1.0
20277,1.0,1.0
20431,4.0,4.0
20666,4.0,4.0
22954,4.0,4.0
23490,3.0,3.0
23495,3.0,3.0
23499,3.0,3.0
23702,3.0,3.0
23838,4.0,4.0
23849,4.0,4.0
24118,3.0,3.0
24420,3.0,3.0
24821,3.0,3.0
24831,4.0,4.0
24834,4.0,4.0
24836,4.0,4.0
24837,4.0,4.0
24844,4.0,4.0
24848,4.0,4.0
24879,3.0,3.0
24883,3.0,3.0
24884,3.0,3.0
25233,3.0,3.0
25397,3.0,3.0
25404,3.0,3.0
25410,3.0,3.0
25414,3.0,3.0
25462,3.0,3.0
25463,3.0,3.0
25994,3.0,3.0
25997,3.0,3.0
26004,3.0,3.0
26008,3.0,3.0
26109,4.0,4.0
26140,3.0,3.0
26144,3.0,3.0
26145,3.0,3.0
26176,3.0,3.0
26177,3.0,3.0
26613,3.0,3.0
26617,3.0,3.0
26619,3.0,3.0
26620,3.0,3.0
26666,3.0,3.0
27293,4.0,4.0
27307,3.0,3.0
27311,3.0,3.0
27314,3.0,3.0
27322,3.0,3.0
27419,4.0,4.0
27420,4.0,4.0
27609,3.0,3.0
27621,3.0,3.0
27622,3.0,3.0
28016,3.0,3.0
28247,3.0,3.0
32569,1.0,1.0
32574,1.0,1.0
32576,1.0,1.0
32579,1.0,1.0
32582,1.0,1.0
32592,1.0,1.0
32640,1.0,1.0
33233,1.0,1.0
33234,1.0,1.0
33304,1.0,1.0
33309,1.0,1.0
34390,3.0,3.0
34607,3.0,3.0
34654,3.0,3.0
34751,3.0,3.0
35413,3.0,3.0
35458,3.0,3.0
36527,1.0,1.0
36529,1.0,1.0
36530,1.0,1.0
36620,3.0,3.0
36660,3.0,3.0
36822,3.0,3.0
37009,3.0,3.0
37313,3.0,3.0
37836,1.0,1.0
37874,1.0,1.0
38452,1.0,1.0
38453,1.0,1.0
38454,1.0,1.0
38460,1.0,1.0
38516,1.0,1.0
38595,0.0,0.0
40471,3.0,3.0
40501,3.0,3.0
40502,3.0,3.0
40603,3.0,3.0
40992,1.0,1.0
40993,1.0,1.0
40995,1.0,1.0
40997,1.0,1.0
40998,1.0,1.0
41000,1.0,1.0
45318,1.0,1.0
47717,4.0,4.0
47718,4.0,4.0
47719,4.0,4.0
47750,4.0,4.0
47751,4.0,4.0
47900,4.0,4.0
47904,4.0,4.0
47907,4.0,4.0
47908,4.0,4.0
47918,4.0,4.0
47923,4.0,4.0
47924,4.0,4.0
48096,4.0,4.0
49005,4.0,4.0
49473,4.0,4.0
49510,4.0,4.0
49517,4.0,4.0
49546,4.0,4.0
49599,4.0,4.0
49807,4.0,4.0
49808,4.0,4.0
49809,4.0,4.0
49810,4.0,4.0
49813,4.0,4.0
49814,4.0,4.0
50161,4.0,4.0
50162,4.0,4.0
50166,4.0,4.0
51594,4.0,4.0
51595,4.0,4.0
51597,4.0,4.0
51599,4.0,4.0
51604,4.0,4.0
51699,4.0,4.0
52897,4.0,4.0
53060,4.0,4.0
53061,4.0,4.0
53062,4.0,4.0
53063,4.0,4.0
53064,4.0,4.0
53065,4.0,4.0
53173,4.0,4.0
53227,4.0,4.0
53229,4.0,4.0
53231,4.0,4.0
53263,4.0,4.0
53608,4.0,4.0
53609,4.0,4.0
53615,4.0,4.0
53618,4.0,4.0
53627,4.0,4.0
53631,4.0,4.0
53684,4.0,4.0
53686,4.0,4.0
53687,4.0,4.0
53689,4.0,4.0
53692,4.0,4.0
53703,4.0,4.0
53706,4.0,4.0
53715,4.0,4.0
53716,4.0,4.0
53717,4.0,4.0
53719,4.0,4.0
53735,4.0,4.0
53822,4.0,4.0
53826,4.0,4.0
54176,4.0,4.0
54178,4.0,4.0
54567,4.0,4.0
55615,1.0,1.0
55619,1.0,1.0
55620,1.0,1.0
55624,1.0,1.0
55625,1.0,1.0
55626,1.0,1.0
57033,3.0,3.0
57034,3.0,3.0
57048,3.0,3.0
57049,3.0,3.0
57122,3.0,3.0
57473,3.0,3.0
58000,3.0,3.0
58614,3.0,3.0
58617,3.0,3.0
58618,3.0,3.0
59036,4.0,4.0
59066,4.0,4.0
59081,4.0,4.0
59090,4.0,4.0
59091,4.0,4.0
59097,4.0,4.0
59098,4.0,4.0
59100,4.0,4.0
59101,4.0,4.0
59102,4.0,4.0
59103,4.0,4.0
59105,4.0,4.0
59106,4.0,4.0
59107,4.0,4.0
59108,4.0,4.0
59114,4.0,4.0
59119,4.0,4.0
59124,4.0,4.0
59137,4.0,4.0
59494,4.0,4.0
61354,4.0,4.0
61534,4.0,4.0
61540,4.0,4.0
61541,4.0,4.0
61542,4.0,4.0
61543,4.0,4.0
61545,4.0,4.0
61546,4.0,4.0
62405,4.0,4.0
62797,4.0,4.0
62842,4.0,4.0
63719,4.0,4.0
63721,4.0,4.0
63740,4.0,4.0
63742,4.0,4.0
63760,4.0,4.0
66118,0.0,0.0
66119,0.0,0.0
66123,0.0,0.0
66127,0.0,0.0
66128,0.0,0.0
66129,0.0,0.0
67547,3.0,3.0
67865,3.0,3.0
67866,3.0,3.0
67867,3.0,3.0
67889,0.0,0.0
67890,0.0,0.0
67932,3.0,3.0
68046,3.0,3.0
68078,3.0,3.0
68079,3.0,3.0
68093,3.0,3.0
68097,3.0,3.0
68119,3.0,3.0
68123,3.0,3.0
68127,3.0,3.0
68154,3.0,3.0
68310,3.0,3.0
68317,3.0,3.0
69371,4.0,4.0
69382,4.0,4.0
69393,4.0,4.0
69395,4.0,4.0
69396,4.0,4.0
69650,4.0,4.0
69655,4.0,4.0
69658,4.0,4.0
70787,3.0,3.0
70878,4.0,4.0
71353,4.0,4.0
71359,4.0,4.0
71903,1.0,1.0
71904,1.0,1.0
71907,1.0,1.0
71910,3.0,3.0
71911,3.0,3.0
72173,4.0,4.0
72175,4.0,4.0
72313,4.0,4.0
73212,4.0,4.0
73702,1.0,1.0
76502,1.0,1.0
76504,1.0,1.0
76506,1.0,1.0
76507,1.0,1.0
76516,1.0,1.0
76635,1.0,1.0
76642,1.0,1.0
76659,1.0,1.0
76890,1.0,1.0
76891,1.0,1.0
76892,1.0,1.0
76893,1.0,1.0
76894,1.0,1.0
77304,1.0,1.0
77305,1.0,1.0
77306,1.0,1.0
77315,1.0,1.0
77318,1.0,1.0
77414,1.0,1.0
77495,1.0,1.0
79172,1.0,1.0
79173,1.0,1.0
79179,1.0,1.0
79180,1.0,1.0
79181,1.0,1.0
79309,1.0,1.0
79319,1.0,1.0
79320,1.0,1.0
79325,1.0,1.0
79326,1.0,1.0
79329,1.0,1.0
79330,1.0,1.0
79331,1.0,1.0
79332,1.0,1.0
79355,1.0,1.0
79356,1.0,1.0
79366,1.0,1.0
79379,1.0,1.0
79380,1.0,1.0
79398,1.0,1.0
79417,1.0,1.0
79419,1.0,1.0
79450,1.0,1.0
79495,1.0,1.0
79496,1.0,1.0
79497,1.0,1.0
79504,1.0,1.0
79507,1.0,1.0
79508,1.0,1.0
79509,1.0,1.0
79512,1.0,1.0
79515,1.0,1.0
79517,1.0,1.0
79525,1.0,1.0
79526,1.0,1.0
79533,1.0,1.0
79539,1.0,1.0
79544,1.0,1.0
79547,1.0,1.0
82297,0.0,0.0
82548,4.0,4.0
82572,4.0,4.0
82592,0.0,0.0
82598,0.0,0.0
82601,0.0,0.0
82703,0.0,0.0
82709,0.0,0.0
82711,0.0,0.0
82737,0.0,0.0
82747,0.0,0.0
82750,0.0,0.0
82754,0.0,0.0
83206,3.0,3.0
83521,3.0,3.0
83957,4.0,4.0
84544,1.0,1.0
85331,3.0,3.0
85354,3.0,3.0
87072,4.0,4.0
87074,4.0,4.0
87075,4.0,4.0
87076,4.0,4.0
87077,4.0,4.0
87078,4.0,4.0
87079,4.0,4.0
87080,4.0,4.0
87081,4.0,4.0
87767,4.0,4.0
87771,3.0,3.0
87862,4.0,4.0
88012,3.0,3.0
88016,4.0,4.0
88017,4.0,4.0
88303,3.0,3.0
88304,3.0,3.0
88469,3.0,3.0
88471,3.0,3.0
88497,1.0,1.0
88678,1.0,1.0
88825,3.0,3.0
90006,1.0,1.0
93131,1.0,1.0
93132,1.0,1.0
93134,1.0,1.0
93135,1.0,1.0
93136,1.0,1.0
93137,1.0,1.0
93138,1.0,1.0
93140,1.0,1.0
93142,1.0,1.0
93143,1.0,1.0
93145,1.0,1.0
93146,1.0,1.0
93147,1.0,1.0
93149,1.0,1.0
93167,1.0,1.0
93168,1.0,1.0
93171,1.0,1.0
93172,1.0,1.0
93174,1.0,1.0
93176,1.0,1.0
93178,1.0,1.0
93179,1.0,1.0
93180,1.0,1.0
93778,3.0,3.0
93784,3.0,3.0
93790,3.0,3.0
93793,3.0,3.0
96834,4.0,4.0
97455,3.0,3.0
97647,1.0,1.0
97648,1.0,1.0
97673,1.0,1.0
97674,1.0,1.0
101583,3.0,3.0
101846,0.0,0.0
101849,0.0,0.0
240631,4.0,4.0
240637,4.0,4.0
240952,0.0,0.0
244563,4.0,4.0
244564,4.0,4.0
244591,4.0,4.0
244601,4.0,4.0
244603,4.0,4.0
245612,4.0,4.0
246140,4.0,4.0
246141,4.0,4.0
246143,4.0,4.0
246146,4.0,4.0
251557,3.0,3.0
251635,1.0,1.0
251639,1.0,1.0
251641,1.0,1.0
251642,1.0,1.0
251925,4.0,4.0
251933,3.0,3.0
251935,4.0,4.0
251936,4.0,4.0
251956,3.0,3.0
252055,3.0,3.0
252056,3.0,3.0
252057,3.0,3.0
252061,3.0,3.0
252062,3.0,3.0
252063,3.0,3.0
252064,3.0,3.0
252065,3.0,3.0
252174,3.0,3.0
252185,3.0,3.0
252188,3.0,3.0
252211,4.0,4.0
252224,3.0,3.0
252409,4.0,4.0
252498,3.0,3.0
252643,4.0,4.0
252645,4.0,4.0
252647,4.0,4.0
252649,4.0,4.0
252670,4.0,4.0
252749,4.0,4.0
252751,4.0,4.0
252752,4.0,4.0
252753,4.0,4.0
252778,4.0,4.0
252780,4.0,4.0
252781,4.0,4.0
252783,4.0,4.0
252791,4.0,4.0
252823,4.0,4.0
252840,4.0,4.0
252968,4.0,4.0
252969,4.0,4.0
252970,4.0,4.0
252971,4.0,4.0
252973,4.0,4.0
252974,4.0,4.0
252975,4.0,4.0
252976,4.0,4.0
252977,4.0,4.0
252978,4.0,4.0
252979,4.0,4.0
252980,4.0,4.0
252982,4.0,4.0
252983,4.0,4.0
252984,4.0,4.0
252985,4.0,4.0
252986,4.0,4.0
252987,4.0,4.0
252988,4.0,4.0
252989,4.0,4.0
252990,4.0,4.0
252991,4.0,4.0
252992,4.0,4.0
252994,4.0,4.0
252995,4.0,4.0
252996,4.0,4.0
252997,4.0,4.0
252998,4.0,4.0
253000,4.0,4.0
253001,4.0,4.0
253002,4.0,4.0
253003,4.0,4.0
253050,3.0,3.0
253051,3.0,3.0
253069,3.0,3.0
253074,3.0,3.0
253075,3.0,3.0
253240,3.0,3.0
253241,3.0,3.0
253242,3.0,3.0
253257,3.0,3.0
253259,3.0,3.0
253305,3.0,3.0
253388,3.0,3.0
253396,4.0,4.0
253425,4.0,4.0
253507,3.0,3.0
253544,3.0,3.0
253550,1.0,1.0
253572,1.0,1.0
253573,1.0,1.0
253607,1.0,1.0
253614,1.0,1.0
253652,1.0,1.0
253656,1.0,1.0
253730,4.0,4.0
253737,4.0,4.0
253739,4.0,4.0
253753,4.0,4.0
253754,4.0,4.0
253755,4.0,4.0
253756,4.0,4.0
253759,4.0,4.0
253760,4.0,4.0
253762,4.0,4.0
253774,4.0,4.0
253775,4.0,4.0
253776,4.0,4.0
253777,4.0,4.0
253778,4.0,4.0
253779,4.0,4.0
253780,4.0,4.0
253781,4.0,4.0
253782,4.0,4.0
253783,4.0,4.0
253784,4.0,4.0
253786,4.0,4.0
253787,4.0,4.0
253788,4.0,4.0
253789,4.0,4.0
253794,4.0,4.0
253795,4.0,4.0
253796,4.0,4.0
253797,4.0,4.0
253869,4.0,4.0
253870,4.0,4.0
253872,4.0,4.0
253874,4.0,4.0
253879,4.0,4.0
253880,4.0,4.0
253881,4.0,4.0
253882,4.0,4.0
253883,4.0,4.0
253901,4.0,4.0
253902,4.0,4.0
253906,4.0,4.0
253907,4.0,4.0
253908,4.0,4.0
253909,4.0,4.0
253913,4.0,4.0
