,labelPb,labelSrNd
3483,5.0,2.0
3493,3.0,2.0
3494,5.0,3.0
3498,3.0,2.0
3500,5.0,2.0
3577,5.0,2.0
3718,5.0,2.0
3727,5.0,2.0
3732,5.0,2.0
3746,5.0,2.0
3748,5.0,2.0
3751,5.0,2.0
3763,5.0,2.0
3766,5.0,2.0
3788,5.0,0.0
3847,5.0,2.0
3878,4.0,2.0
3883,3.0,2.0
3913,3.0,2.0
3919,3.0,2.0
3921,4.0,3.0
4002,5.0,2.0
4004,5.0,2.0
4006,5.0,2.0
4008,5.0,2.0
4016,5.0,2.0
4018,5.0,2.0
4022,5.0,2.0
4023,5.0,3.0
4025,5.0,2.0
4026,5.0,2.0
4027,5.0,2.0
4063,3.0,0.0
4101,5.0,2.0
4103,5.0,
4115,5.0,2.0
4140,5.0,2.0
4150,5.0,2.0
4151,5.0,2.0
4156,5.0,2.0
4157,5.0,2.0
4204,3.0,2.0
4205,3.0,2.0
4227,3.0,2.0
4228,3.0,2.0
4230,3.0,2.0
4231,5.0,3.0
4305,3.0,2.0
4306,3.0,2.0
4307,4.0,2.0
4330,5.0,2.0
4332,5.0,2.0
4460,5.0,2.0
4521,5.0,2.0
4524,5.0,2.0
4526,5.0,2.0
4668,4.0,2.0
4686,3.0,2.0
4694,3.0,2.0
4703,5.0,1.0
4704,5.0,1.0
4714,4.0,2.0
4717,3.0,2.0
4723,3.0,2.0
4724,3.0,2.0
4726,3.0,2.0
4730,3.0,2.0
4732,3.0,2.0
4742,3.0,2.0
4753,3.0,2.0
4780,4.0,1.0
4781,4.0,1.0
4783,3.0,2.0
4784,3.0,3.0
4786,3.0,2.0
4788,3.0,2.0
4789,3.0,2.0
4803,5.0,1.0
4804,5.0,
4812,3.0,2.0
4822,3.0,2.0
4830,3.0,2.0
4848,3.0,2.0
4866,3.0,3.0
4871,3.0,2.0
4950,4.0,2.0
4957,3.0,3.0
4960,3.0,2.0
4966,3.0,2.0
4967,3.0,2.0
4969,3.0,2.0
4982,3.0,2.0
4983,3.0,2.0
4984,3.0,2.0
4985,3.0,2.0
4999,5.0,2.0
5002,5.0,2.0
5003,3.0,2.0
5015,5.0,2.0
5019,3.0,2.0
5021,3.0,
5050,5.0,1.0
5051,5.0,1.0
5052,5.0,1.0
5105,5.0,1.0
5106,5.0,1.0
5107,5.0,4.0
5109,5.0,4.0
5113,5.0,1.0
5118,5.0,4.0
5121,5.0,1.0
5123,5.0,4.0
5124,5.0,4.0
5126,3.0,2.0
5127,3.0,2.0
5128,3.0,2.0
5129,3.0,2.0
5130,3.0,2.0
5131,4.0,2.0
5132,3.0,2.0
5133,3.0,2.0
5134,3.0,2.0
5135,3.0,2.0
5136,3.0,2.0
5137,3.0,0.0
5138,3.0,2.0
5139,3.0,2.0
5140,4.0,2.0
5141,3.0,2.0
5142,3.0,2.0
5143,3.0,2.0
5144,3.0,2.0
5145,3.0,2.0
5146,3.0,2.0
5199,3.0,2.0
5322,3.0,2.0
5323,3.0,2.0
5324,3.0,3.0
5325,3.0,2.0
5326,3.0,2.0
5327,4.0,2.0
5328,3.0,2.0
5329,3.0,2.0
5348,3.0,2.0
5349,3.0,2.0
5351,4.0,1.0
5352,3.0,2.0
5354,3.0,2.0
5358,3.0,4.0
5359,4.0,2.0
5361,3.0,2.0
5374,3.0,2.0
5375,3.0,2.0
5487,4.0,2.0
5528,4.0,4.0
5548,3.0,2.0
5550,3.0,2.0
5551,3.0,0.0
5555,3.0,2.0
5570,3.0,2.0
5572,3.0,2.0
5592,3.0,2.0
5601,3.0,2.0
5648,3.0,2.0
5650,3.0,2.0
5651,3.0,2.0
5652,3.0,2.0
5654,3.0,2.0
5657,3.0,2.0
5658,3.0,2.0
5665,3.0,2.0
5679,3.0,2.0
5717,4.0,2.0
5718,3.0,2.0
5719,3.0,2.0
5720,3.0,2.0
5721,3.0,2.0
5724,3.0,2.0
5727,3.0,2.0
5744,3.0,2.0
5745,3.0,2.0
5758,3.0,0.0
5759,4.0,4.0
5760,3.0,
5777,4.0,2.0
5801,3.0,2.0
5802,3.0,2.0
5803,3.0,2.0
5807,3.0,2.0
5811,4.0,2.0
5812,4.0,2.0
5813,4.0,2.0
5835,3.0,2.0
5843,3.0,2.0
5846,3.0,2.0
5857,3.0,2.0
5913,3.0,2.0
5914,3.0,2.0
5920,3.0,2.0
5923,5.0,2.0
5924,5.0,2.0
5925,5.0,0.0
5926,5.0,2.0
5930,5.0,2.0
5932,3.0,2.0
5938,3.0,2.0
5939,3.0,2.0
5940,3.0,2.0
5941,3.0,2.0
5942,3.0,2.0
5943,3.0,2.0
5944,3.0,2.0
5945,3.0,2.0
5946,3.0,2.0
5947,4.0,2.0
5948,3.0,2.0
5949,3.0,2.0
5950,3.0,2.0
5951,3.0,2.0
5964,5.0,4.0
5967,5.0,2.0
5972,5.0,2.0
5974,5.0,2.0
5999,5.0,4.0
6000,5.0,1.0
6003,5.0,1.0
6004,5.0,1.0
6016,3.0,2.0
6017,3.0,2.0
6018,3.0,2.0
6022,4.0,2.0
6023,4.0,2.0
6024,1.0,2.0
6025,1.0,2.0
6026,1.0,2.0
6027,5.0,2.0
6028,5.0,3.0
6029,5.0,2.0
6030,1.0,2.0
6031,5.0,2.0
6032,5.0,2.0
6033,3.0,2.0
6034,5.0,2.0
6051,1.0,4.0
6052,5.0,2.0
6053,3.0,2.0
6054,3.0,
6061,5.0,2.0
6108,5.0,2.0
6132,5.0,
6133,5.0,
6198,5.0,2.0
6201,5.0,2.0
6204,3.0,2.0
6205,5.0,2.0
6207,5.0,2.0
6243,5.0,2.0
6249,5.0,2.0
6250,5.0,2.0
6328,5.0,2.0
6380,5.0,2.0
6382,5.0,2.0
6386,5.0,2.0
6388,5.0,2.0
6392,5.0,2.0
6393,5.0,2.0
6398,5.0,2.0
6436,5.0,2.0
6453,5.0,2.0
6454,5.0,2.0
6455,5.0,2.0
6479,5.0,2.0
6480,5.0,2.0
6484,5.0,2.0
6516,5.0,2.0
6517,5.0,2.0
6518,5.0,2.0
6566,5.0,2.0
6567,5.0,4.0
6568,5.0,2.0
6569,5.0,1.0
6575,5.0,2.0
6582,5.0,1.0
6585,5.0,1.0
6587,5.0,1.0
6598,5.0,2.0
6600,5.0,4.0
6605,5.0,4.0
6627,1.0,
6629,5.0,1.0
6630,1.0,1.0
6631,1.0,1.0
6634,1.0,4.0
7424,1.0,1.0
7425,5.0,2.0
7426,1.0,0.0
7427,1.0,4.0
7428,1.0,1.0
7429,1.0,1.0
7430,1.0,1.0
7431,1.0,0.0
7432,5.0,1.0
7530,5.0,1.0
7602,5.0,1.0
7607,5.0,1.0
7625,5.0,2.0
7626,5.0,1.0
7627,5.0,0.0
7633,5.0,4.0
7636,5.0,4.0
7640,5.0,4.0
7641,5.0,4.0
7654,5.0,4.0
7672,5.0,1.0
7674,5.0,0.0
7675,5.0,4.0
7676,5.0,
7678,5.0,1.0
7679,5.0,4.0
7681,5.0,
7684,5.0,1.0
7688,5.0,
7723,3.0,1.0
7873,3.0,1.0
7874,5.0,1.0
7875,0.0,0.0
7876,3.0,1.0
7877,0.0,1.0
7878,0.0,0.0
7879,5.0,0.0
7880,3.0,0.0
7881,5.0,2.0
7882,5.0,4.0
7883,0.0,0.0
7884,4.0,0.0
7885,3.0,0.0
7886,3.0,0.0
7887,5.0,1.0
7888,3.0,0.0
7889,3.0,1.0
7890,0.0,0.0
7891,1.0,1.0
7892,3.0,0.0
7893,3.0,0.0
7894,5.0,1.0
7895,3.0,0.0
7898,5.0,1.0
7899,5.0,1.0
7900,5.0,1.0
7901,5.0,1.0
7902,5.0,1.0
7903,5.0,1.0
7904,5.0,1.0
7905,5.0,1.0
7906,5.0,1.0
7907,5.0,1.0
7908,1.0,1.0
7909,5.0,1.0
7910,5.0,1.0
7911,1.0,1.0
7912,1.0,1.0
7913,5.0,1.0
7914,5.0,1.0
7915,1.0,1.0
7916,1.0,1.0
7917,1.0,1.0
7918,1.0,1.0
7919,5.0,1.0
7920,3.0,2.0
7921,1.0,1.0
7922,5.0,1.0
7923,1.0,1.0
7924,1.0,0.0
7934,3.0,0.0
7935,4.0,1.0
7936,4.0,1.0
7937,5.0,1.0
7938,1.0,1.0
7939,4.0,4.0
7940,3.0,0.0
8043,5.0,1.0
8046,5.0,4.0
8093,5.0,3.0
8094,5.0,0.0
8095,3.0,2.0
8098,5.0,2.0
8129,3.0,
8134,3.0,
8136,4.0,
8138,5.0,
8149,4.0,
8154,3.0,
8173,3.0,2.0
8175,4.0,4.0
8176,3.0,4.0
8177,5.0,4.0
8178,5.0,4.0
8181,3.0,0.0
8184,5.0,4.0
8188,5.0,1.0
8190,5.0,4.0
8192,5.0,4.0
8194,5.0,2.0
8196,3.0,4.0
8197,3.0,4.0
8200,4.0,1.0
8203,3.0,1.0
8204,5.0,1.0
8206,4.0,4.0
8226,5.0,1.0
8244,5.0,4.0
8246,1.0,4.0
8248,5.0,1.0
8249,1.0,1.0
8253,1.0,1.0
8254,1.0,1.0
8255,1.0,1.0
8256,1.0,1.0
8257,1.0,1.0
8279,5.0,1.0
8534,4.0,1.0
8535,4.0,1.0
8536,3.0,0.0
8537,3.0,0.0
8539,4.0,1.0
8540,4.0,1.0
8545,4.0,1.0
8547,3.0,4.0
8639,0.0,
8643,0.0,0.0
8644,0.0,0.0
8646,0.0,0.0
8650,0.0,0.0
8652,0.0,0.0
8658,0.0,0.0
8660,0.0,0.0
8661,0.0,
9048,5.0,1.0
9049,5.0,4.0
9050,5.0,4.0
9051,5.0,1.0
9052,5.0,2.0
9053,5.0,1.0
9054,5.0,2.0
9055,5.0,4.0
9056,5.0,4.0
9057,5.0,0.0
9058,5.0,0.0
9059,5.0,2.0
9060,5.0,1.0
9061,5.0,1.0
9062,5.0,1.0
9063,5.0,1.0
9064,1.0,1.0
9065,5.0,1.0
9066,1.0,2.0
9067,5.0,1.0
9068,5.0,0.0
9069,5.0,1.0
9070,5.0,1.0
9117,5.0,
9151,3.0,
9152,5.0,
9155,5.0,4.0
9171,5.0,
9172,5.0,
9173,3.0,1.0
9264,1.0,
9265,1.0,
9267,1.0,1.0
9268,1.0,1.0
9269,1.0,1.0
9270,1.0,1.0
9271,1.0,1.0
9272,1.0,1.0
9273,1.0,1.0
9274,1.0,1.0
9275,1.0,1.0
9276,1.0,1.0
9288,5.0,1.0
9289,5.0,1.0
9290,3.0,0.0
9291,1.0,1.0
9303,5.0,1.0
9304,1.0,1.0
9305,5.0,1.0
9306,1.0,1.0
9307,1.0,1.0
9309,1.0,1.0
9310,5.0,1.0
9311,5.0,1.0
9312,5.0,1.0
9314,1.0,1.0
9316,5.0,1.0
9317,5.0,1.0
9318,5.0,1.0
9330,5.0,1.0
9341,5.0,1.0
9345,5.0,2.0
9346,5.0,
9347,5.0,
9349,5.0,
9371,3.0,
9372,3.0,
9395,1.0,1.0
9396,1.0,1.0
9397,1.0,1.0
9398,1.0,1.0
9399,1.0,1.0
9400,1.0,1.0
9407,1.0,1.0
9409,1.0,1.0
9412,1.0,1.0
9416,1.0,1.0
9418,1.0,1.0
9421,1.0,1.0
9423,1.0,1.0
9424,1.0,1.0
9426,1.0,1.0
9428,1.0,1.0
9429,5.0,
9430,1.0,0.0
9432,1.0,
9433,1.0,
9454,1.0,1.0
9467,1.0,
9488,5.0,1.0
9489,5.0,1.0
9490,1.0,1.0
9491,1.0,1.0
9492,1.0,1.0
9508,1.0,1.0
9509,1.0,1.0
9510,1.0,1.0
9529,4.0,1.0
9530,4.0,1.0
9531,1.0,1.0
9532,5.0,1.0
9533,5.0,2.0
9534,3.0,0.0
9535,3.0,0.0
9536,3.0,0.0
9537,3.0,0.0
9538,3.0,0.0
9539,1.0,1.0
9730,3.0,
9731,3.0,
9732,3.0,
9739,3.0,
9740,4.0,
9741,5.0,
9742,4.0,1.0
9743,5.0,1.0
9744,3.0,2.0
9749,3.0,3.0
9753,4.0,2.0
9754,4.0,
9755,3.0,
9756,4.0,
9768,3.0,
9769,3.0,
9779,3.0,4.0
9780,3.0,2.0
9782,3.0,0.0
9783,3.0,2.0
9802,4.0,4.0
9803,3.0,2.0
9804,4.0,2.0
9814,3.0,
9815,3.0,
9819,3.0,2.0
9822,3.0,2.0
9825,3.0,2.0
9847,5.0,4.0
9851,5.0,4.0
9852,5.0,4.0
9853,5.0,4.0
9858,5.0,1.0
9863,5.0,4.0
9878,5.0,2.0
9879,3.0,2.0
9880,3.0,3.0
9881,3.0,2.0
9882,3.0,2.0
9883,3.0,2.0
9884,3.0,2.0
9885,5.0,2.0
9886,4.0,2.0
9887,4.0,2.0
9888,4.0,2.0
9889,4.0,2.0
9890,4.0,2.0
9891,4.0,2.0
9909,3.0,
9910,5.0,
9911,5.0,
9912,5.0,
9913,5.0,
9914,3.0,2.0
9915,5.0,
10029,3.0,2.0
10032,3.0,2.0
10039,5.0,
10043,3.0,2.0
10176,3.0,2.0
10177,5.0,2.0
10182,5.0,1.0
10183,5.0,0.0
10184,3.0,2.0
10185,5.0,2.0
10208,5.0,2.0
10209,5.0,2.0
10389,3.0,2.0
10635,1.0,2.0
10797,3.0,4.0
10801,3.0,2.0
10802,3.0,
10805,5.0,
10809,3.0,2.0
10810,3.0,
10832,3.0,2.0
10833,5.0,2.0
10836,5.0,1.0
10999,0.0,0.0
11000,0.0,0.0
11021,3.0,
11022,3.0,
11023,3.0,
11024,3.0,2.0
11025,3.0,
11097,5.0,0.0
11098,5.0,2.0
11099,5.0,2.0
11101,5.0,0.0
11104,5.0,2.0
11108,5.0,2.0
11124,5.0,2.0
11125,5.0,2.0
11127,5.0,2.0
11133,5.0,2.0
11136,5.0,2.0
11159,5.0,2.0
11160,5.0,2.0
11161,5.0,2.0
11241,5.0,4.0
11242,5.0,4.0
11243,5.0,0.0
11244,1.0,4.0
11245,5.0,4.0
11246,5.0,4.0
11250,5.0,4.0
11253,5.0,4.0
11257,5.0,4.0
11267,5.0,4.0
11270,5.0,4.0
11275,5.0,4.0
11279,5.0,4.0
11280,1.0,4.0
11283,1.0,4.0
11291,5.0,4.0
11292,5.0,4.0
11323,5.0,2.0
11324,5.0,2.0
11325,5.0,2.0
11326,5.0,2.0
11327,5.0,2.0
11338,5.0,0.0
11342,5.0,
11351,5.0,2.0
11361,5.0,2.0
11376,5.0,2.0
11386,5.0,4.0
11398,1.0,4.0
11399,5.0,4.0
11405,5.0,
11406,5.0,
11407,5.0,0.0
11408,5.0,2.0
11409,5.0,4.0
11472,5.0,0.0
11473,5.0,4.0
11474,5.0,2.0
11475,1.0,4.0
11476,5.0,0.0
11477,1.0,0.0
11479,5.0,2.0
11480,5.0,0.0
11523,5.0,4.0
11524,5.0,4.0
11525,5.0,4.0
11526,1.0,4.0
11527,5.0,4.0
11528,5.0,4.0
11529,5.0,4.0
11530,5.0,4.0
11531,1.0,4.0
11533,5.0,4.0
11534,1.0,4.0
11535,5.0,4.0
11536,5.0,4.0
11537,1.0,0.0
11538,5.0,0.0
11539,1.0,0.0
11540,5.0,2.0
11541,1.0,0.0
11542,1.0,0.0
11543,5.0,0.0
11544,5.0,0.0
11545,1.0,2.0
11546,1.0,2.0
11547,1.0,0.0
11550,5.0,2.0
11552,5.0,
11553,5.0,
11554,5.0,2.0
11555,5.0,2.0
11556,5.0,2.0
11557,5.0,2.0
11558,5.0,2.0
11559,5.0,2.0
11560,5.0,2.0
11561,5.0,3.0
11562,5.0,3.0
11563,5.0,4.0
11564,5.0,1.0
11565,5.0,2.0
11566,5.0,4.0
11567,5.0,4.0
11568,5.0,3.0
11569,5.0,2.0
11570,5.0,3.0
11571,5.0,2.0
11572,5.0,
11573,5.0,
11575,5.0,2.0
11576,1.0,
11577,5.0,3.0
11578,1.0,
11579,5.0,2.0
11580,5.0,2.0
11581,5.0,4.0
11582,5.0,
11583,5.0,4.0
11584,1.0,2.0
11585,5.0,
11587,5.0,2.0
11588,5.0,4.0
11594,5.0,2.0
11595,5.0,2.0
11596,5.0,4.0
11641,1.0,2.0
11642,5.0,2.0
11644,5.0,0.0
11647,5.0,
11648,5.0,2.0
11649,5.0,1.0
11692,5.0,2.0
11694,5.0,2.0
11696,5.0,
11697,5.0,1.0
11722,5.0,1.0
11728,5.0,2.0
11729,5.0,2.0
11740,1.0,4.0
11741,1.0,4.0
11742,5.0,4.0
11743,5.0,0.0
11744,1.0,4.0
11754,5.0,4.0
11755,5.0,4.0
11756,5.0,4.0
11757,5.0,4.0
11758,5.0,4.0
11761,5.0,4.0
11773,5.0,4.0
11774,5.0,4.0
11775,5.0,4.0
11776,5.0,4.0
11777,5.0,4.0
11778,1.0,4.0
11790,5.0,4.0
11791,5.0,4.0
11792,5.0,4.0
11807,5.0,4.0
11808,5.0,
11815,1.0,4.0
11816,5.0,4.0
11819,5.0,4.0
11820,5.0,4.0
11825,5.0,4.0
11909,0.0,
11920,0.0,
11921,0.0,
11924,0.0,
11925,0.0,
11926,0.0,
11927,0.0,
11928,0.0,
11929,0.0,
11930,0.0,
13094,0.0,
13103,3.0,
13104,3.0,
13105,3.0,
13107,0.0,
13108,0.0,
13109,1.0,
13111,3.0,
13112,5.0,
13113,3.0,
13114,3.0,
13116,0.0,
13117,3.0,
13118,3.0,
13123,3.0,
13124,3.0,
13125,3.0,
13126,5.0,
13127,3.0,
13128,0.0,
13129,1.0,
13159,3.0,
13160,4.0,
13203,1.0,2.0
13204,1.0,2.0
13221,5.0,2.0
13222,5.0,2.0
13235,5.0,2.0
13236,3.0,2.0
13237,5.0,2.0
13239,5.0,2.0
13807,0.0,
13881,5.0,
13882,3.0,1.0
13884,5.0,2.0
13885,5.0,2.0
13886,5.0,2.0
13887,5.0,2.0
13888,5.0,2.0
13889,5.0,2.0
14048,5.0,
14071,3.0,
14452,5.0,2.0
14521,3.0,2.0
14522,3.0,2.0
14523,5.0,3.0
14524,3.0,
14525,3.0,
14526,3.0,2.0
14527,3.0,
14529,3.0,3.0
14530,5.0,2.0
14531,5.0,
14532,3.0,2.0
14538,5.0,2.0
14539,5.0,2.0
14540,3.0,
14670,5.0,2.0
14671,5.0,2.0
14673,5.0,2.0
14674,5.0,2.0
14675,5.0,2.0
14676,5.0,2.0
14677,5.0,2.0
14678,5.0,2.0
14679,5.0,2.0
14691,5.0,2.0
14692,5.0,2.0
14693,5.0,2.0
14694,5.0,2.0
14695,5.0,2.0
14696,5.0,2.0
14697,5.0,2.0
14724,3.0,
14725,3.0,
14727,3.0,2.0
14728,3.0,2.0
14729,3.0,2.0
14730,3.0,2.0
14732,3.0,3.0
14733,5.0,4.0
14734,3.0,2.0
14738,3.0,2.0
14739,3.0,2.0
14740,3.0,2.0
14781,3.0,
14786,3.0,
14806,3.0,
14807,3.0,
14808,3.0,
14817,3.0,
14818,3.0,
14852,3.0,
14853,3.0,
14854,3.0,
14855,3.0,
14856,3.0,
14857,3.0,
14858,3.0,
14859,3.0,
14898,0.0,2.0
14900,0.0,2.0
14901,0.0,2.0
14905,3.0,
14906,5.0,
14907,5.0,
14908,3.0,
14909,3.0,
14911,5.0,
14912,5.0,
14913,5.0,
14914,5.0,
14925,5.0,2.0
14926,5.0,2.0
14927,5.0,3.0
14928,5.0,2.0
14929,5.0,2.0
14930,3.0,2.0
14931,5.0,2.0
14932,5.0,2.0
14933,5.0,2.0
14934,5.0,2.0
14935,5.0,2.0
14936,5.0,2.0
14937,3.0,2.0
14955,5.0,2.0
14956,5.0,2.0
14960,5.0,2.0
14964,5.0,2.0
15019,5.0,2.0
15020,5.0,1.0
15022,1.0,4.0
15023,5.0,2.0
15024,5.0,1.0
15025,5.0,1.0
15026,3.0,4.0
15031,5.0,1.0
15032,5.0,1.0
15033,5.0,1.0
15035,5.0,1.0
15037,5.0,1.0
15038,3.0,4.0
15043,5.0,1.0
15114,5.0,1.0
15115,5.0,0.0
15116,5.0,1.0
15117,5.0,1.0
15118,5.0,4.0
15119,5.0,4.0
15120,5.0,1.0
15121,5.0,1.0
15122,5.0,1.0
15123,5.0,1.0
15124,5.0,1.0
15128,5.0,
15156,5.0,2.0
15165,5.0,2.0
15173,5.0,3.0
15174,5.0,2.0
15189,3.0,2.0
15190,3.0,2.0
15191,5.0,2.0
15192,5.0,2.0
15193,5.0,2.0
15194,5.0,2.0
15195,5.0,2.0
15196,5.0,2.0
15209,5.0,
15210,3.0,
15211,3.0,
15212,3.0,
15213,3.0,
15262,5.0,2.0
15263,5.0,0.0
15264,5.0,0.0
15265,5.0,2.0
15266,5.0,2.0
15267,3.0,2.0
15285,3.0,2.0
15286,3.0,2.0
15310,5.0,2.0
15382,3.0,2.0
15384,0.0,2.0
15385,3.0,2.0
15386,3.0,2.0
15387,0.0,2.0
15395,5.0,
15532,1.0,2.0
15651,5.0,2.0
15678,5.0,
15680,5.0,2.0
15681,5.0,2.0
15682,5.0,2.0
15683,5.0,2.0
15685,5.0,
15686,5.0,2.0
15687,5.0,2.0
15688,5.0,2.0
15689,5.0,2.0
15690,5.0,2.0
15691,5.0,2.0
15692,5.0,2.0
15698,5.0,3.0
15699,5.0,2.0
15987,3.0,2.0
15993,4.0,1.0
15994,4.0,1.0
15996,3.0,1.0
15999,4.0,1.0
16006,3.0,1.0
16345,5.0,0.0
16349,5.0,2.0
16350,5.0,2.0
16351,5.0,2.0
16378,5.0,2.0
16380,5.0,2.0
16436,5.0,2.0
16437,5.0,
16510,5.0,2.0
16614,5.0,4.0
16617,3.0,2.0
16618,3.0,1.0
16623,3.0,1.0
16625,4.0,4.0
16626,3.0,2.0
16646,5.0,1.0
16647,5.0,1.0
16648,5.0,1.0
16649,5.0,1.0
16650,3.0,4.0
16653,3.0,4.0
16654,3.0,1.0
16655,3.0,1.0
16656,5.0,4.0
16657,5.0,4.0
16659,3.0,4.0
16660,5.0,4.0
16661,3.0,1.0
16662,3.0,1.0
16663,3.0,1.0
16664,3.0,4.0
16675,5.0,1.0
16676,3.0,1.0
16684,3.0,2.0
16710,3.0,4.0
16712,3.0,2.0
16751,3.0,2.0
16753,3.0,2.0
16756,3.0,
16759,5.0,2.0
16760,3.0,3.0
16766,3.0,2.0
16767,5.0,1.0
16768,3.0,1.0
16769,5.0,4.0
16770,3.0,4.0
16771,5.0,4.0
16776,3.0,1.0
16777,3.0,1.0
16778,3.0,1.0
16781,4.0,1.0
16782,4.0,1.0
16786,3.0,4.0
16787,3.0,4.0
16809,5.0,2.0
16810,5.0,2.0
16832,5.0,4.0
16858,3.0,1.0
16860,3.0,1.0
16870,4.0,4.0
16883,3.0,1.0
16885,3.0,1.0
16905,3.0,
16907,3.0,
16961,5.0,2.0
16962,5.0,0.0
16963,3.0,0.0
16964,4.0,1.0
16965,4.0,0.0
16966,3.0,1.0
16969,3.0,2.0
16991,5.0,2.0
17001,5.0,2.0
17002,5.0,2.0
17003,5.0,2.0
17005,5.0,2.0
17007,5.0,2.0
17049,4.0,4.0
17051,4.0,4.0
17112,3.0,2.0
17119,3.0,2.0
17156,5.0,4.0
17157,5.0,4.0
17158,5.0,4.0
17159,5.0,1.0
17160,5.0,4.0
17161,5.0,4.0
17162,5.0,4.0
17163,5.0,4.0
17164,5.0,0.0
17165,5.0,1.0
17166,5.0,4.0
17167,5.0,2.0
17432,3.0,2.0
17433,3.0,2.0
17436,5.0,2.0
17438,5.0,2.0
17461,5.0,2.0
17462,5.0,2.0
17467,5.0,2.0
17469,5.0,2.0
17686,0.0,2.0
17687,5.0,2.0
17689,1.0,2.0
17690,1.0,2.0
17691,1.0,2.0
17693,1.0,2.0
17694,1.0,2.0
17696,1.0,2.0
17697,5.0,2.0
17896,5.0,1.0
17950,5.0,1.0
17951,5.0,1.0
17952,5.0,1.0
17953,5.0,1.0
17958,5.0,1.0
17959,5.0,1.0
17961,5.0,1.0
17968,5.0,1.0
17969,5.0,1.0
17970,5.0,1.0
18095,5.0,1.0
